,total_loss,accuracy,auc score,f1 score
0,27.408384323120117,0.643542757417103,0.4526191716269841,0.183
1,25.568201065063477,0.6567771960442117,0.45887434895833334,0.21333333333333337
2,24.425098419189453,0.6653577661431065,0.4641855778769841,0.233
3,23.676158905029297,0.66652123327516,0.46669253782242065,0.23566666666666666
4,23.145366668701172,0.6679755671902269,0.46850861855158726,0.239
5,22.75909996032715,0.6681210005817335,0.469538333953373,0.23933333333333334
6,22.449512481689453,0.6694299011052938,0.4700937810019842,0.24233333333333335
7,22.16383171081543,0.6695753344968005,0.47077106584821427,0.24266666666666667
8,21.917266845703125,0.6697207678883071,0.4716263795882937,0.243
9,21.687225341796875,0.6705933682373473,0.4726936228918651,0.245
10,21.472654342651367,0.6710296684118674,0.4734395306299603,0.246
11,21.26097297668457,0.6713205351948808,0.4740049138144841,0.2466666666666667
12,21.05695915222168,0.6721931355439209,0.47453774491567463,0.24866666666666667
13,20.850229263305664,0.6723385689354275,0.4746888640873016,0.249
14,20.650882720947266,0.6727748691099477,0.474832775297619,0.25
15,20.44573974609375,0.673502036067481,0.47552757626488096,0.25166666666666665
16,20.2252140045166,0.6742292030250145,0.47615775359623014,0.25333333333333335
17,20.007627487182617,0.6745200698080279,0.476754386780754,0.254
18,19.765594482421875,0.6751018033740547,0.477292240203373,0.25533333333333336
19,19.550615310668945,0.6751018033740547,0.47741885230654757,0.25533333333333336
